C1,C2,C3,C4,C5,C6,E1,E2,E3
0.00272840142616,0.00118684456001,-0.01581417343642,-0.00256612059387,-0.2,5.04838322472,-1.306036525192,-2.65984412373758,-1.56413267727469
0.00966375013432,0.00594394984906,0.01449539243838,0.00001366883035,-0.22,-1.499221224356,-1.28850650052756,-2.64882380742298,-1.56154514986206
0.02019405927471,0.01339888102192,0.02837446210618,0.01835827676744,-0.24,-2.619334783464,-1.30024350822609,-2.65458714248118,-1.57764256363516
0.02371998634525,0.01498284691628,0.01184905419504,0.00286534506902,0.26,3.872516817616,-1.32085892460716,-2.66502603546346,-1.58994651271911
0.02477578360164,0.01172438163614,0.03706968141629,-0.0026698667144,0.25,1.701895544372,-1.3158649551544,-2.6559882650694,-1.60432155828459
0.01733816351876,0.01309429882305,0.03739611345446,-0.00154730711653,0.36,-1.312843301036,-1.32403231740741,-2.63595608802071,-1.62987933661933
0.00934264064127,0.00640136374055,0.01617695924944,-0.00463755651444,0.01,0.428181635164,-1.33413345860247,-2.62513577751348,-1.65078589471155
0.01245244923366,0.0139388565611,0.00376834816133,0.00020044145764,0.63,-2.367828911044,-1.33642444055821,-2.61683348597128,-1.6652398099744
-0.00622188534639,-0.00008188967355,-0.02137570659857,-0.00821071087564,0.18,2.669595793404,-1.34335873788452,-2.63995885441791,-1.67845024785603
-0.00062345923651,-0.0007896672985,0.00212905550744,-0.00596274073529,0.19,0.123351428072,-1.32508617656719,-2.6379884746681,-1.67253415522582
-0.0002245022983,-0.0003221052441,-0.00414263013876,-0.00966382149747,-0.29,0.438847284424,-1.32392541072698,-2.63404103624734,-1.6758219680645
0.00718218598073,0.00733701467095,-0.01553440082041,-0.0070096232072,0.59,-0.018587278176,-1.32340113326388,-2.63587914010546,-1.68695946834548
-0.00184335423574,0.00386361147223,-0.00508557225528,-0.00478974678146,0.21,0.462017112576,-1.32180815163209,-2.65838911289334,-1.69697014435884
-0.0053907433514,-0.00067054400239,-0.01437934931435,-0.00272942356089,-0.05,-1.325956789256,-1.313195601674,-2.65821802572914,-1.69682231283557
0.0038938062374,0.00353633715981,0.00738167019039,-0.00548227856931,0.1,0.808319372772,-1.31334312176655,-2.67461548322546,-1.69644351363416
-0.02344648062002,-0.00013848078545,-0.01932658185806,-0.00261193671992,0.42,-2.437556881964,-1.31052678248907,-2.66654495978432,-1.70389481824341
-0.03587095733069,-0.01377830508412,-0.0555035384996,-0.00733755307197,-1.14,0.110733126196,-1.29252232546919,-2.67339682463974,-1.680591523053
-0.00074974881468,0.00786682223277,-0.03435099460108,0.02428049883343,-1.31,-1.07692991886,-1.27031396775282,-2.69034049217179,-1.65664426702762
0.02486625037285,0.01193925883706,0.00498540154041,0.01283978048541,-0.22,1.20592464668,-1.27115664602067,-2.73293334761359,-1.6454439173974
0.02132000869721,0.00666212769826,0.05277036081633,0.0051592069816,1.72,0.051022627388,-1.28307415651374,-2.7490025986107,-1.66081820804815
0.01713038847377,0.01168976213185,0.05272855461834,0.00361889560422,0.19,2.172101462072,-1.29316370802941,-2.71636451177091,-1.66463760583096
0.02191826543737,0.00976923192658,0.02990963870852,0.0022550737229,0.13,-1.227379970908,-1.29117731436295,-2.66940938347076,-1.67469871482438
-0.00854046487079,0.00542398806819,0.00550426273537,0.00687998226108,0.25,0.13479585334,-1.31030222307898,-2.67115248187755,-1.69897824282715
0.0094672356995,0.00014858161593,-0.01528466069169,0.00169034859443,0.85,-2.874241869368,-1.29379081187188,-2.65477412336685,-1.67974005332824
0.01557069969586,0.00069972397265,0.02101505927927,-0.01125697820815,0.3,4.244439353632,-1.31232356724547,-2.69620753925819,-1.68705444399837
-0.01231069776822,0.00994991118774,-0.03332320683731,0.00234472574811,-1.12,-3.662790986408,-1.31085412811826,-2.66656502751649,-1.70505998954888
-0.00522711107564,-0.00723683166065,-0.02948566500364,0.00698546149472,-0.93,1.111897800176,-1.30627202077128,-2.71031699877184,-1.7059389219446
-0.01713061253544,-0.00099592938967,-0.00308185018574,0.01370257180392,0,-1.304729381052,-1.30693735104866,-2.72913691256971,-1.69907803289039
0.00174803156294,-0.00265728542628,-0.01245634170684,0.01138773702247,-0.06,-0.585809068872,-1.29400017314792,-2.72086085300207,-1.66825045420775
0.01141696439399,0.01083201246142,0.00476855783679,0.00881661128751,0.05,3.00622545876,-1.30119499413705,-2.73890984447263,-1.66058806768353
0.01229943268831,-0.00217784158455,0.02031608906093,0.00879282639181,-0.05,-0.369128675764,-1.29090224603307,-2.72879093400455,-1.65846134846038
0.01710343540712,0.01507375330682,0.02731660199982,0.01266971676928,0.06,-1.665654785564,-1.30850736806621,-2.72456498160911,-1.66502572587703
0.01171992164236,0.00938578121202,0.01702564935318,0.01041527823113,0.42,2.700674166004,-1.31897787468681,-2.72627815597865,-1.67485047626788
0.00976366749284,0.00608251718156,0.02885505132773,0.0171707960573,0.01,-2.243643534624,-1.31021226920693,-2.70533477386889,-1.66875519943674
0.00493305009147,0.00506015249666,0.0033478159757,0.00951532814498,0.19,-0.061193373516,-1.32398010642086,-2.70085689134088,-1.66722943540044
-0.00861686412076,0.0060030762265,-0.01732501751011,0.00505343042566,-0.18,1.703143828564,-1.32391987742053,-2.70302125170873,-1.66180936770786
0.01099391377658,0.00260512959888,0.00155703455741,0.01710141830659,0.17,-2.555469066012,-1.30219057179276,-2.7008365184322,-1.64504302215796
0.0145190414795,0.00126327956241,0.04258699150266,0.01699189351946,-0.01,0.025429621052,-1.32141851406015,-2.72658548170063,-1.64418753065401
0.01171451903354,0.00943459361736,0.01996094537058,0.01213146277841,0.28,1.518887532832,-1.33632580438761,-2.7001272389287,-1.64396071367683
0.00448903056549,0.00321935518802,0.02271489977518,0.01085111091141,0.27,-0.025662853352,-1.33279249291842,-2.68361322967869,-1.6397666017594
0.02221580136811,0.01461277997699,0.01029910869335,0.01316060141067,0.07,-1.533537189724,-1.33361452531603,-2.66554002125698,-1.63170817976614
0.0051744561757,0.01291872702427,-0.0020847981359,0.00730336244586,-0.05,1.809629252636,-1.34969316002748,-2.68918383323425,-1.64657725591098
0.01035392543568,0.01295910699272,0.00334553741749,0.01087653631609,-0.01,0.245008699164,-1.3355209579971,-2.68630624677112,-1.64206560847425
0.0007363292017,-0.00163640353714,0.00591300694277,0.01566721371263,0.11,-1.385583412912,-1.33319750484481,-2.69310705364661,-1.64271677686174
0.02463597019809,0.01256140419224,0.04511292268778,0.00527381281382,0.24,3.422140699316,-1.3407594580811,-2.69611223588721,-1.62967898121529
0.00757356911833,0.007076760908,0.02760006477634,0.01068827708789,0.12,-2.860364217092,-1.34109250577306,-2.6575787556254,-1.64378152467104
0.01059599315189,0.01341326164337,0.00866478658826,0.00738493484176,-0.09,1.032552934848,-1.35344445200772,-2.65538327356414,-1.64645872764165
0.01722002101332,0.02086252118132,0.01925013679161,0.01285669297748,0.19,-0.153339954804,-1.34810729896877,-2.65257068169691,-1.65002527104117
0.01821569785152,0.00848756957865,0.02162216485245,0.0074361190711,0.56,2.096483593876,-1.34635012109956,-2.65314700816904,-1.65560272218064
-0.00525182770265,0.00151880089585,-0.01415958192373,0.00186535414986,0.03,-0.147456012972,-1.34760176734341,-2.63822752334704,-1.65991811984674
-0.00040964376585,0.00674511250301,-0.00813340381676,-0.00750413529883,0.18,-1.00797925222,-1.34068124712788,-2.64732979432163,-1.65202757220937
-0.00239943625991,0.00000388675376,-0.04326758455532,-0.00448724956548,0.55,1.8071882658264,-1.33679006990353,-2.66069227263396,-1.65945575639438
-0.00614980633511,0.0043071844043,-0.03025720567152,0.00440455875368,-0.63,-3.0907595207484,-1.32467486034789,-2.68932935898322,-1.65261447885679
0.00229491814399,0.00950837608388,0.03067326902108,0.01685531743593,-0.88,-1.588082758254,-1.32837523054393,-2.73250333868391,-1.65297686224656
0.01120334849473,0.00064705606495,0.00743388847867,0.02020302559911,0.37,1.3954799289368,-1.33130490397804,-2.71568887453362,-1.64986145602902
0.00003929780467,0.00098791393134,0.02716296250202,0.008289251845,0.35,2.3273481557384,-1.33612127181445,-2.71168985679543,-1.63644372803796
0.00741256458316,0.01544011432547,0.02206060616456,-0.00554653486312,0.44,3.6226256051428,-1.32446790020578,-2.66990681890021,-1.62039505095247
0.01331106294026,0.01004867994878,-0.0109832017608,0.00237864144353,0.38,-3.8347717929804,-1.30106453066371,-2.63353253143793,-1.6232756090051
0.00628905944573,0.01380679587045,0.0043742108168,0.00385869242339,-0.07,0.61021736225,-1.31971670625407,-2.68167275444971,-1.64048085565471
-0.00443006480757,-0.00033015649485,0.02486505804517,0.00198493070595,0.04,1.861268768626,-1.31078020939494,-2.68082098603862,-1.6432767249883
0.01647303057784,0.0056935828695,0.00958330741514,0.00445034425627,0.79,-2.1578569469944,-1.29855247836042,-2.63974664279722,-1.63210582208678
-0.00344663960714,0.00235947610262,-0.00164721604739,-0.00711163861427,-0.03,1.8550411755112,-1.31674717146493,-2.65998027131123,-1.64383812295017
0.00594241428275,0.00121115345912,0.00613880091271,-0.00921307287308,0.89,-1.3502842498184,-1.30323418757948,-2.64669700394555,-1.64353915038599
-0.00693839618394,0.00381500603669,-0.03487450945754,-0.00851197844983,0,-0.2370475877592,-1.31050779028775,-2.65353541252843,-1.65428845301244
-0.00964956352179,0.00125436929155,-0.01713579585437,-0.00547942895114,0.87,0.9142855344376,-1.29988384766845,-2.68206120378651,-1.65528149423389
-0.00145771848284,-0.00072162835023,-0.02569129880001,-0.01989531169746,-1.36,0.1924276844772,-1.28070412422179,-2.68116377528985,-1.63998605493905
0.00910555973678,0.00312974121722,0.01589176186554,0.00557859008384,-0.06,-3.6178225196872,-1.28446631257029,-2.70678786328222,-1.67005721957532
-0.01708497963218,-0.00849086689468,0.00407518876039,0.01239708389603,-0.54,2.1689835958896,-1.30622787721754,-2.72292126344,-1.68274387934763
0.03029217422413,0.00987426833348,0.00886712783466,0.00891854934914,-1.47,0.7988688791248,-1.28910180249989,-2.68777699591623,-1.65118693172355
-0.00376199093283,0.00238475170677,0.03028819955955,0.01807032194183,-0.58,2.210686417598,-1.31577870943249,-2.71098388993784,-1.68879722932236
-0.00044577926354,-0.00034686214823,0.0133730490015,0.01176351028364,1.54,-1.933297692168,-1.30266530619242,-2.66437814202794,-1.66719172099071
-0.00601725592242,0.00661297603432,0.00971530535919,0.01114800032094,-0.94,-0.7376225128744,-1.30408697789268,-2.65902560640428,-1.64492126837981
0.01222698396023,0.00261156281181,0.03577062722732,0.00607093669022,-1.08,-0.3017133020868,-1.2974571997886,-2.64887670948923,-1.63677663426199
0.02074527840804,0.01114574955351,0.0067591588565,0.01981553715942,0.33,-2.2102586244256,-1.31404225825267,-2.63077058410988,-1.65511460969813
0.01159596018171,0.0080157344855,0.00513108434139,0.01207410723757,0.27,2.0880555634896,-1.33361076445705,-2.65984768881694,-1.66064815051362
0.01878765680206,0.01812625932478,0.04722544166221,0.01901775052827,0.76,0.4687253418988,-1.32912709120074,-2.65463574649813,-1.6553264782784
0.0213559588629,0.00812797115073,0.03024811628366,0.01084881641074,0.67,1.3027380424332,-1.32709053081307,-2.62412012840283,-1.65017465770231
-0.00002843161343,-0.00665755907065,-0.00422850589104,-0.0151643767864,0.85,3.15677789599,-1.33494756950133,-2.60863425779102,-1.65529242981676
-0.00063237859187,-0.00095347826239,-0.00693162524744,-0.00231839368925,1.75,-1.6503652847604,-1.32554623044421,-2.59219025289908,-1.65646049759251
0.00228902188534,-0.00961523272037,-0.01215003427063,-0.01772047762913,-0.79,1.2912961786036,-1.32539417057993,-2.60481580583219,-1.64560112171345
-0.01388950322801,-0.01671782687482,-0.03085523092606,0.00039067643454,0.55,-2.7325806522544,-1.33556334505369,-2.61336176754278,-1.67048596019728
-0.00697472170799,0.000938224985,-0.01956815991152,-0.00916000430011,0.56,2.1670242402064,-1.34548302992862,-2.64395623876699,-1.65460973734858
-0.01823492262996,0.00051018360015,-0.03230101906969,-0.02627450980955,-0.78,4.573410174182,-1.32583896911326,-2.64159056492433,-1.64636081376067
-0.01601247258142,-0.01818120577313,-0.0652571405986,-0.01777920958183,-0.09,-2.114021093274,-1.28976850131608,-2.62758800960337,-1.64950187235215
-0.03267234882045,0.00249324369942,-0.07432847621559,-0.01796167293391,-1.2,0.1843151625428,-1.29886384711628,-2.68777530747042,-1.65387275570673
0.00856128113086,0.01256196035394,-0.01476936863414,0.0133262347336,-0.65,-5.2213377104188,-1.26390565678543,-2.72680486203185,-1.64462725247439
0.01345920104468,0.004772979966,0.0182488931194,0.01159370155896,0.52,4.3250289123368,-1.28440055957747,-2.78379089179507,-1.65745628902438
0.01037087335282,0.0044963702794,0.01463516812634,0.0025642276665,-0.17,-3.272673055064,-1.27529485073007,-2.75362613037169,-1.64803752924422
0.02058036017279,0.01610155924754,0.03036342021534,0.01219600048432,-1.09,-1.8063432875076,-1.29616380907938,-2.77058237873089,-1.6654958937903
0.00219323480533,0.00287524629108,0.00887990532891,0.0154282444107,-0.01,0.479041721976,-1.31465646565505,-2.77628702163412,-1.69043115480005
0.00082627645847,0.00604107119168,0.00269394970282,0.00514998386624,0.37,0.9788465499252,-1.31235708898842,-2.76700928895533,-1.67666143344113
0.00805792382871,0.01072006535846,0.04364649171655,0.01477475656649,-0.31,0.7705183416144,-1.30184440867761,-2.75862768958644,-1.6671756269552
0.01212795648035,0.00957737616227,0.03370964798499,0.01605344565434,-0.3,-0.8590534942316,-1.29829102879319,-2.72000296250836,-1.66293256195616
0.01254846477011,-0.00148221521734,0.04834915449372,0.00398439709682,-0.08,2.0417916483528,-1.30690892195288,-2.70563094674675,-1.66526862915564
0.0165872968384,0.00498787319513,0.01315978743864,0.00716665001781,0.65,-3.19566171866,-1.31457315418979,-2.65924532290544,-1.67237648017728
-0.00723793966161,0.00920633685147,0.00197421553217,0.00253218779279,0.97,1.558611304736,-1.33831252573463,-2.68253727823777,-1.68485971955463
0.00701059931727,0.00020646093585,0.00917730667091,0.00099841705903,0.28,-0.380285653026,-1.31089972712254,-2.66116490245618,-1.66214220266219
0.03103194836008,0.01545216300551,0.05491021291908,-0.01390649373031,-0.15,4.2777637279964,-1.3189322588355,-2.66156118093877,-1.66746056732271
0.0017706285073,0.00006364501472,0.00748252475591,-0.00345469524363,0.72,-3.4470182194416,-1.32166275918457,-2.616040167815,-1.70991033810784
0.01083460589887,0.00518622242627,0.0033534489342,-0.00193346380693,0.98,1.2202717447564,-1.33448674971878,-2.62978285630391,-1.71581883383076
-0.00274371776274,-0.00058029430979,0.00215649976962,-0.01057787835549,1.36,1.0716677095252,-1.33261252970842,-2.62928253550791,-1.71897322014368
-0.00518639152894,-0.00564647819222,-0.00573565800827,-0.00832550442035,0.11,0.3065379138684,-1.32039867672137,-2.61490306558687,-1.71200700021744
0.00449438200319,0.00198668501528,0.00863513571195,0.00161513080254,-0.22,-1.9777978175324,-1.31858061752876,-2.61277073759951,-1.71275470576872
-0.00760390343105,-0.00007948602093,-0.01291648997878,-0.00123201112878,2.46,-1.1951759511072,-1.33040984286318,-2.62147609663633,-1.72225269866892
0.00559120164959,-0.00568812649275,-0.0185937214484,-0.01091405532633,0.3,1.5681009999096,-1.31692886865262,-2.62812727047898,-1.69497536494734
-0.03643672680655,-0.02461830770747,-0.11015883301383,-0.01953140299201,1.2,1.4723080530368,-1.32139555458998,-2.64297453177546,-1.70649428257418
-0.00198001739342,0.0067964912526,-0.0037828166261,0.00545297416421,-5.14,0.291726580368,-1.29458836951558,-2.70109038244774,-1.67030596017897
0.01352236047952,0.00622703239989,0.03778149595624,-0.00065144835605,3.56,0.6667086223064,-1.30497131249566,-2.711185220111,-1.7082485528168
0.01695377330598,0.00005485112344,0.00947913795875,-0.01643641629569,3.4,0.4805493561833,-1.29695544462265,-2.67742851615798,-1.69110434320065
-0.00735415827775,-0.00341772961425,0.0053659923766,0.00718174409738,-1.33,-3.80029337341982,-1.30033271463056,-2.67725430816483,-1.69551040763246
0.00047179294725,0.00092950100726,-0.01190603766935,-0.0086745220832,1.26,2.2671927672976,-1.31604966878396,-2.68911341875767,-1.69942725994595
-0.0229667473244,-0.00897844831407,-0.03740013870799,0.00459005191313,-1.41,-2.40778032569832,-1.30153886122254,-2.68542470792415,-1.69277090196979
-0.021555790117,0.00245450880367,-0.04164922039786,0.0117113700972,-1.26,-1.11837736007316,-1.30011160733072,-2.714368771583,-1.67922871779035
0.0026962342048,0.00184674826859,-0.03459615361773,-0.00104819981255,0.42,-1.06395082204009,-1.28307123461654,-2.74110577121026,-1.65626183219851
-0.01811397006337,0.00225614164175,-0.03502931880125,0.00280837939313,-1.35,1.17053082086503,-1.28681467947708,-2.78426541206961,-1.65876399545907
-0.0081035447647,0.01003026482585,0.01859947059135,0.01518561754892,-3.64,-2.43205858823272,-1.26502499602102,-2.7946838994747,-1.64489726091121
0.01243700403295,0.00469667052374,0.00004108508272,0.03204064061889,0.15,-0.56106816621222,-1.27022320250117,-2.78888081027628,-1.65800047696982
0.02467867829556,0.01680692189335,0.05298884461415,0.02334470905928,0.35,0.6004372403504,-1.28107537515111,-2.80583557870773,-1.64005940132931
0.01432044416667,0.0100409774341,0.05500015549246,0.00916750304396,0.87,0.09998076167088,-1.2880574666308,-2.77618423034251,-1.64079365518582
0.02337185949401,0.01056265727306,0.04283272840675,0.00521859467002,-0.44,1.18706718144696,-1.29014682272835,-2.73488308774669,-1.64009334229852
0.02315279412372,0.00486880227453,0.03402095510936,0.00226067659873,0.26,-0.80601975017584,-1.30272563564381,-2.71198443888455,-1.6633849954027
0.00432063124121,0.01303939860351,0.03745939501965,0.01098335519464,0.79,-1.27279317634384,-1.3259257362003,-2.70821073169482,-1.68706837713485
0.00380039826602,0.00203390379005,0.01101209471985,0.00526660851618,0.43,0.44004449223768,-1.31964797602984,-2.68164720272338,-1.67649797548277
-0.00084207816766,0.0075681350913,0.01466010383697,0.00716444816083,-0.38,-0.50409714155512,-1.31838273953225,-2.67139128710805,-1.67085933678457
0.00808486146057,0.01410563656638,0.00504817205333,0.02245268981007,-1.98,0.17129959813844,-1.31340954961572,-2.65957263857263,-1.66715300885771
0.00131249735877,0.00552319652156,0.01687606224366,0.00582881942234,0.19,0.38808662496776,-1.31557758976971,-2.66651171376631,-1.67149148025394
-0.00139280195372,0.01373082341136,-0.01617718473431,0.01434129862657,-0.87,0.10028936741868,-1.30920941879538,-2.64839712881467,-1.66468848453896
0.00533844721814,0.0017790643006,0.02615205408594,0.00839897910612,0.08,-0.982482967576,-1.29700028533009,-2.6641526391563,-1.65637209932687
0.01801226764436,0.00672346970841,-0.01759264730473,0.00900052334057,-0.09,-1.5509996171816,-1.30479953688967,-2.64971454376013,-1.6553679773512
-0.0109870498421,0.0079692293116,-0.00884297763345,0.00869770682198,-1.01,3.3976993548632,-1.32477778087638,-2.69696692852963,-1.6710295855713
-0.00241813292344,0.01236721614785,-0.00918442792732,0.01165930673243,-0.23,1.3937860185476,-1.29497423242186,-2.67513821421075,-1.65196939862149
-0.00082429884715,0.00027600781496,0.00104954787205,0.01299429082422,-0.65,-2.5504686420564,-1.27524839959141,-2.67371161715253,-1.63680683072416
0.01108976253157,-0.00192396947613,-0.02025758281769,0.01290752475352,0.25,-0.6699116357612,-1.28685270023357,-2.68834166642401,-1.63381388491214
0.01268637012939,0.00770642825035,0.02230412222331,-0.00325806840946,0.21,0.6675164504396,-1.30285467076304,-2.72453925309163,-1.63277158986651
0.00734213597349,0.00833792115239,0.03215606011106,-0.00755566960553,0.05,0.43521239493,-1.30582153851559,-2.7120187667106,-1.64741932376415
0.01312565363332,-0.00764484247754,0.00178766756703,0.004131869349,0.44,-0.8589420486664,-1.30375127580184,-2.68537462452027,-1.66211270922128
0.01284232668159,0.00825438246613,0.00524357138185,0.00640143298969,-0.32,-1.9329295409572,-1.3277463672361,-2.70256134131455,-1.6708594769552
0.00457342654524,0.00524466159362,0.0227994402392,0.00505257046578,0.1,5.3989250875508,-1.34286142416381,-2.72393875306183,-1.68599826338461
0.00802482893545,0.00687613627768,0.00740630336673,-0.00378887722194,0.82,-0.8803211216732,-1.32073415309757,-2.67366800002799,-1.67451643012385
-0.00134056088395,0.00484536404642,-0.00019036775292,-0.00854861795406,0.62,-0.9480223043148,-1.32307106005641,-2.678891431799,-1.68193055252277
